article_text,labels
" The Athletic reports that FIFA is considering a huge change to the rules for the 2026 World Cup. The change would see teams compete in a penalty shootout if they draw a group stage game, with a potential extra point up for grabs for the winners. THE BIGGER PICTURE: 2026 will be the first year the World Cup expands from a 32 team tournament to 48 teams, meaning a mammoth round will take place after the group stages. While not yet confirmed, 16 three-team groups look set to be established instead of the usual eight groups of four, with the top two from each group qualifying for a round of 32 knockout stage. AND WHAT'S MORE: In order to combat potential collusion that could come with staging penalty shootouts after games, FIFA is considering the idea of them taking place before games as a result. FIFA have had to combat this before, with the final matchday of World Cup group stages kicking off at exactly the same day and time since 1986, in order to avoid any foul play. IN TWO PHOTOS:  WHAT NEXT FOR THE WORLD CUP? It remains to be seen what the 2026 tournament, which takes place within the United States, Mexico and Canada, will look like with its new, unprecedented format. But fans are surely already forming opinions as reports trickle out. Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" WHAT'S HAPPENING? Chelsea are eager to sign the 18-year-old, whose style has been compared with Sergio Busquets. His advanced abilities for his age have prompted Vasco to demand a club-record fee for the player - the previous highest mark was €18.5 million paid by Bayer Leverkusen for Paulinho in 2018. THE BIGGER PICTURE: It's understood that a clause in Santos' contract states that any English team can pay below his €40 million release clause to secure his services, though the exact figure is not known. That clause is a boost to Chelsea and Newcastle as they try to negotiate a lower fee. AND WHAT'S MORE: Santos recently renewed his contract with Vasco, signing on until September 2027 with the Rio de Janeiro club. In 2022, the defensive midfielder made 42 appearances for Vasco, totalling 3,402 minutes on the pitch. STORY IN TWO PHOTOS: WHAT NEXT FOR ANDREY SANTOS? He'll continue his rapid development at Vasco until further notice, but it seems his eyes are set on an eventual move to Europe. Who will progress to the FIFA World Cup quarter-finals? Who will progress to the FIFA World Cup quarter-finals?",football
" The most bittersweet of victories for Tunisia and relief for France. The Africans pulled off one of the biggest upsets in World Cup history by defeating the reigning champions at a raucous Education City Stadium thanks to Wahbi Khazri's second-half strike. But their famous victory proved in vain, as Australia progressed to the last 16 instead of them thanks to a 1-0 defeat of Denmark. France are also through, of course, and as winners of Group D, but Didier Deschamps' lack of strength in reserve was exposed on a night where he had to bring on his big guns to try salvage the game. GOAL runs through all of the winners from a wild evening in Doha...",football
" TELL ME MORE: Australia sealed second place in Group D at the World Cup 2022 by beating Denmark thanks to a second-half goal from Leckie. The Danes had the better of the first half but had few sights of goal and went in at the break without managing to find a breakthrough. Australia made a change at half-time, replacing Craig Goodwin with Keanu Baccus, and were much improved in the second 45 minutes.  As news filtered through the stadium that Tunisia had taken a shock lead against France in the group's other game, which meant Australia had to win, the Socceroos hit Denmark on a quick break, with Leckie scoring a fine goal to seal a vital three points. THE MVP: Australia's Leckie will take all the headlines after scoring a brilliant winner on the hour mark. The forward showed great pace and timed his run well to latch onto a through ball. Leckie then turned Joakim Maehle inside out before dispatching a low shot across goal and past the despairing dive of goalkeeper Kasper Schmeichel. It's Leckie's 14th goal for the national team and one of his most important too, guaranteeing the Socceroos a place in the knockout stages. THE BIG LOSER: Denmark needed to beat Australia to progress but drew a blank in a flimsy display. The Danes needed their attackers to show their worth but there was very little quality on offer up front. Andreas Skov Olsen had one shot saved and that was about as good as it got from the striker. It was no surprise to see him replaced on 70 minutes after an utterly toothless outing. Skov Olsen wasn't the only Denmark player to disappoint by any means but this was a game where his team needed goals and he simply never looked like scoring. MATCH IN THREE PHOTOS:  FINAL GROUP TABLE:  0 WHAT NEXT? Australia will play the winners of Group C in the last 16. Poland top the group ahead of the final round of fixtures but Argentina and Saudi Arabia can also still finish first. MATCH RATING (OUT OF FIVE): ⭐ Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" Reigning champions France got drawn into Group D alongside Australia, Denmark and Tunisia at the 2022 World Cup. France were able to secure qualification to the next round within the first two games, becoming the first team to do so in the tournament. However, they almost lost the top spot with a shock loss to Tunisia. Australia surprised everyone with their performances against Denmark and Tunisia after their crushing defeat to France in the opening game, to finish as runners-up. Tunisia sadly failed to qualify for the Round of 16 despite beating France in their last match, however, they will go home with their heads held high. Denmarks were considered by many to be the surprise package of the tournament, having shown excellent form beforehand. However, they didn't replicate their earlier performances and leave the World Cup winless.",football
" France are one of the most decorated national teams around and have produced some of the greatest footballers in history. Zinedine Zidane in his prime was just pure art. Michel Platini was very much a player in the same mould. Just Fontaine is an absolute World Cup legend. And then there were clinical attackers such as Jean-Pierre Papin, David Trezeguet and Thierry Henry. These days, the likes of Karim Benzema, Olivier Giroud, and Kylian Mbappe have taken over the mantle and spend a lot of their time on the pitch celebrating goals. But who is France's most lethal attacker ever? Let's take a look at the legends leading their all-time goalscoring charts!",football
" Belgium's lacklustre start to the World Cup had led to reports of a dressing room bust up between Eden Hazard, Kevin De Bruyne and Jan Vertonghen. However, the players have since come out denying these rumours, and their words were echoed by their manager during his press conference previewing the Red Devils' must-win match against Croatia on Thursday. WHAT THEY SAID: ""There are media that like to jump on fake and negative stories instead of supporting the most talented team in the history of Belgian football,"" Martínez told reporters. ""I don't know where those stories come from or who brings them out. But that person scored an own goal for Belgium instead of supporting his country. We are here in Qatar to achieve our goal. Hopefully the real fans can still enjoy it."" THE BIGGER PICTURE: Belgium are facing their first group stage exit from the World Cup since 1998, as the nation's so-called 'Golden Generation' nears its end. Martinez's side sit third in Group F behind Croatia and Morocco, after falling to a shock 2-0 defeat to the latter on matchday two. IN THREE PHOTOS: DID YOU KNOW? Belgium have lost seven of their last 19 matches in all competitions (W9 D3), as many defeats as they’d suffered across their previous 74 games combined (W57 D10). WHAT NEXT FOR BELGIUM? The Red Devils' stuttering form means they need nothing less than a win in Thursday's match against Croatia in order to qualify for the last 16. Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" After it was announced on November 28 that the entire Juventus board had resigned, former club president Andrea Agnelli has spoken for the first time since the shocking news, in support of the Old Lady. WHAT HE SAID: Quoted by Gianluca Di Marzio, Agnelli spoke positively about Juve in a statement: ""Juventus is greater than any man who will ever be able to lead it . (It was) a choice made in mutual agreement with John Elkann (CEO of the club's holding company Exor). ""I remain the leading fan and nothing changes for the team's programs and objectives: they are up to the situation, they can win anything. I already said in 2019 that this is a system that needed to be regulated from within and that needs to be changed."" THE BIGGER PICTURE: Agnelli served as chairman for Juventus from 2010 until his 2022 departure, which came about as a result of an investigation into the club's concerning accounts, which began as a result of the COVID-19 pandemic in 2020. IN TWO PHOTOS:  WHAT NEXT FOR JUVENTUS? It remains to be seen who will take over on the board of directors at Juve, as the club descends into chaos once again away from the pitch. It has been confirmed, though, that Massimiliano Allegri will not be leaving his post as manager.",football
" By Pedro Augusto Dias WHAT'S HAPPENING? Brazil will rest most, if not all, of their starting line-up against Cameroon, GOAL understands. With little to play for, Tite will take a safe approach knowing his players could be vulnerable in the final group stage outing. THE BIGGER PICTURE: The rotation may allow some younger players to gain valuable World Cup experience. Rodrygo and Gabriel Martinelli, for example, are in line to make their first starts at the tournament. AND WHAT'S MORE: Dani Alves, who made an improbable return to the national team just before the World Cup, is ready to be named to the starting XI in what would be another achievement in his storied career. STORY IN THREE PHOTOS: WHAT NEXT FOR BRAZIL'S INJURED PLAYERS? Neymar is holding out hope that he can return from his ankle problem in the knockout rounds, while Danilo (ankle) and Alex Sandro (hip) are also out without clear timetables for return. Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" Stam was also critical of Jadon Sancho as he pointed towards United needing to have strength in depth up top if they are to compete at the highest level. The former centre-back praised Antony's goal contributions immediately after joining the club but feels the winger can do more. WHAT THEY SAID: ""Man Utd need a winger that can deliver a certain quality of football because Jadon Sancho isn’t delivering yet,"" Stam told Football Betting. ""Marcus Rashford is doing very well, Antony has come in and has scored a couple of goals but I think he needs to step up because he’s not performing to the standard I know he can. ""To be consistent, Man Utd need forwards who are performing in almost every game and that’s why you need to have options because if someone isn’t performing, then you’re able to bring someone else in who can."" THE BIGGER PICTURE: Given their selection of underperforming forwards, United have been linked with PSV Eindhoven's Cody Gakpo since the summer window, with the 23-year-old taking the World Cup by storm and currently sitting joint-first in the tournament's goalscoring charts. However, Stam is on the fence about United signing his fellow countryman. ""Everyone is talking about Cody Gakpo, people are going to assume that Man Utd are going to go for him but I don’t know if that’s the situation,"" Stam continued. ""Gakpo would be a player that would fit into the Man Utd squad. There would be questions over whether he can deliver straight away because he’s from Holland and we have seen people struggle in the past."" IN THREE PHOTOS:  DID YOU KNOW? Antony became the 100th Brazilian to appear in the Premier League back in September, and is the youngest player from the nation to score on his debut in the competition (22y 192d). WHAT NEXT FOR ANTONY? Before focusing on his performances for United, Antony's attentions will be on international matters in Qatar. Brazil will qualify as Group G winners if they avoid defeat to Cameroon on Friday, who need a win in order to qualify for the last 16. Who will progress to the FIFA World Cup quarter-finals? Who will progress to the FIFA World Cup quarter-finals?",football
" Neville, who made 603 appearances for Man Utd spanning 19 seasons, recognised the pressure associated with playing for one of England's greatest football clubs. The former full-back pointed towards the backing from Gareth Southgate and overall positive mood around camp as main factors in Maguire's improved form, after he has struggled for game time under new United boss Erik ten Hag. WHAT THEY SAID: ""I think he feels loved more by England maybe, I think he feels more at home,"" Neville explained to Sky Sports. ""Harry Maguire plays better for his country than his club. I think there are a few players who feel that way, Raheem Sterling. They have a good group, a manager who believes in them, who has selected them regularly.  ""Harry is a great centre-back and he has been brilliant in the last two tournaments, he has just had an awful time at United these last 12 months. United is a very unforgiving place, I know that from being there for 20 years, if you just do not get it right that place can just eat you alive - Harry is just getting that at this moment in time."" THE BIGGER PICTURE: Maguire has impressed in Qatar after starting all three of England's group games, partnered each time alongside John Stones as part of a back four. While this formula has been tried and tested in previous tournaments, Southgate raised a few eyebrows when he elected the pairing given Maguire's struggles at club level. So far, though, it has paid off with England conceding just two goals as they progressed as Group B winners. IN TWO PHOTOS: DID YOU KNOW? Maguire made as many touches in the opposition penalty area in the first half against Wales as Gareth Bale made all tournament (2). WHAT NEXT FOR MAGUIRE? Southgate is likely to call on Maguire once again when England take on Senegal in the round of 16 on Sunday, with a place in the quarter-finals up for grabs. Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" Pele was taken into the Albert Einstein hospital in Sao Paulo, Brazil by his wife Marcia Aoki and a caregiver on Tuesday, according to ESPN Brazil. They state that he arrived unscheduled as a result of swelling all over his body, unlike previous, scheduled visits. The 82-year-old has been in and out of hospital with increasing regularity in recent years. He underwent surgery to remove a tumour on his colon in September 2021 and spent a period in intensive care, but has been undergoing chemotherapy in the time since. ESPN's report states that medical staff identified 'decompensated heart failure' when attempting to diagnose Pele's swelling, with the legend arriving 'restless and confused'. It is also said he now struggles to feed himself. Further tests are being carried out on November 30 to properly assess his condition, with no indication of a potential discharge. They hope to identify the organs compromised by the cancer in their testing, with his body not responding to chemotherapy. Pele's daughter, Kelly Nascimento, took to Instagram to provide an update on her father's condition on November 30. She captioned her post with: ""Hi my friends. Lots of alarm in the media today concerning my dad’s health. He is in the hospital regulating medication. Some of my siblings are visiting Brazil. There is now emergency or new dire prediction. I will be there for New Years and promise to post some pictures.Really and truly, we appreciate the concern and love!! 💚💙💛 @Pele""",football
" Mbappe has been named among the substitutes as Les Bleus conclude their World Cup group stage campaign at Education City Stadium on Wednesday. The forward was pictured with strapping around his ankle in a training session on Tuesday and it has been reported that he is dealing with an ongoing injury that is being managed carefully. THE BIGGER PICTURE: Mbappe's ankle issue is said to have originated while playing for Paris Saint-Germain, but it hasn't hampered him in Qatar so far, with the forward recording three goals in his first two appearances at the World Cup. Didier Deschamps will be expected to bring the 23-year-old straight back into his lineup when France play their first match of the knockout stages, with his side safely through already. AND WHAT'S MORE: Mbappe is not the only star name to drop to the bench for the Tunisia encounter, with Hugo Lloris, Olivier Giroud and Antoine Griezmann also being granted well-earned breaks. Raphael Varane is one of only two players to retain a place in Deschamps' first XI from the win over Denmark, with Arsenal's William Saliba once again missing out on a start. La composition de départ pour notre dernier match de poule 👊🇹🇳-🇫🇷 à 16h00 sur TF1 📺#TUNFRA | #FiersdetreBleus pic.twitter.com/G0R8ZVdr9N IN TWO PHOTOS    WHAT NEXT FOR FRANCE? Les Bleus will finish as Group D winners with a win or draw against Tunisia, and are set to take on whoever finishes in second place in Group C in the last 16, with Argentina currently occupying that spot behind leaders Poland. Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" Australia and Denmark face off in a must win tie for both sides in order to secure qualification to the knockout rounds. Both sides faced each other in the group stages during the 2018 FIFA World Cup as well. Australia come into this on the back of a 1-0 win over Tunisia on matchday two, thanks to a header from Mitchell Duke in the 23rd minute. The Socceroos will be hoping to make it to the next round for the first time since 2006. The Danish side suffered a loss against France in their previous game, ending their run of consecutive wins over the French side. Denmark are currently without a win in any of their last five group stage games and will be hoping for a change in fortunes in this must win tie if they want to make it to the next stage. Australia vs Denmark confirmed lineups Australia XI(4-4-2): Ryan; Leckie, Souttar, Rowles, Behich; Leckie, Irwin, Mooy, Goodwin; Duke, McGree Denmark XI (4-2-3-1): Schmeichel; Kristensen, Anderssen, Christensen, Maehle; Jensen, Hojberg; Eriksen, Olsen, Lindstorm; Braithwaite Australia vs Denmark LIVE updates  Australia and Denmark's upcoming fixtures Whichever nation makes it out of the group stage between Australia and Denmark, will come up against the top two sides from Group C on the round of 16. Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" Saudi Arabia face Mexico at the Lusail Stadium on Saturday with their hopes of reaching the 2022 World Cup knockout stages well and truly alive. On the final matchday in Group C, fourth-placed Mexico must win to have any chance of staying in the competition.  Saudi Arabia shocked the world when they beat Lionel Messi's Argentina in their first game of the tournament. They tasted defeat against Poland in the following fixture but a victory in their final group stage match can grant them the ticket to the round of 16 regardless of what happens in the other Group C contest.  Mexico's draw with Poland gave them a point but the South American team lost to Argentina and that means nothing less than a win will do for Gerardo Martino. Mexico are yet to score at this World Cup and that will need to change against Saudi Arabia.  GOAL brings you details on how to watch the game on TV in the U.S., UK, Africa and India as well as how to stream live online. This page contains affiliate links. When you subscribe through the links provided, we may earn a commission. Saudi Arabia vs Mexico date & kick-off time Game: Saudi Arabia vs Mexico Date: November 30, 2022 Kick-off: 2pm ET / 7pm GMT / 9pm CAT / 12:30am IST (Dec 1) Venue: Lusail Stadium Stream: fuboTV (start with a free trial) How to watch Saudi Arabia vs Mexico on TV & live stream online In the United States (U.S.), the game can be watched live and on-demand with fuboTV (start with a free trial). New users can sign up for a free seven-day trial of the live sports streaming service, which can be accessed via iOS, Android, Chromecast, Amazon Fire TV, Roku and Apple TV as well as on a web browser. Viewers in the U.S. can also watch the game on Fox Sports (English) and Telemundo (Spanish). BBC Two is showing the clash in the United Kingdom (UK), with streaming via BBC iPlayer. In India, the Sports18 network has the rights to show World Cup games on TV, with streaming services on JioCinema. Region TV channel Live stream U.S. Fox Sports, Telemundo fuboTV UK BBC Two  BBC iPlayer India Sports18 SD/HD, MTV HD JioCinema Africa SuperSport SuperSport Saudi Arabia squad & team news Saudi Arabia will miss the services of Abdulelah Al-Malki who picked up his second yellow card of the tournament and will be unavailable for selection against Mexico.  Mohammed Al-Burayk, Yasir Al-Shahrani and Salman Al-Faraj are all out for this game due to injury issues.  Saudi Arabia possible XI: Alowais; Abdulhamid, Al-Amri, Tambakti, Al-Ghannam; Kanno; Al-Buraikan, Al-Hassan, Al-Najei, Al-Dawsari; Al-Shehri Position Players Goalkeepers Rubaie, Al-Qwais, Al-Aqidi. Defenders Al-Ghannam, Madu, Al-Amri, Al-Bulaihi, Al-Breik, Abdulhamid, Al-Shahrani, Tambakti Midfielders Al-Faraj, Al-Malki, Al-Dawsari, Otayf, Al-Hassan, Al-Najei, Al-Abed, Bahebri, Al-Aboud, Kanno, Al-Dawsari, Sharahili Forwards Al-Buraikan, Al-Shehri, Asiri Mexico squad and team news As for Mexico, Andres Guardado was forced off the field due to an injury in their previous outing. However, the midfielder is back in training and is expected to be fit for the big final group clash.  Raul Jimenez is set to get his 100th cap for Mexico and would like to make it even more memorable with a goal or two.  Mexico possible XI: Ochoa; Sanchez, Moreno, Montes, Gallardo; Herrera, Guardado, Chavez; Lozano, Jimenez, Vega Position Players Goalkeepers Ochoa, Talavera, Cota Defenders Moreno, Gallardo, Araujo, Montes, Sanchez, Aeteaga, K. Alvarez, Vasquez Midfielders Guardado, Herrera, E. Alvarez, Pineda, Antuna, Gutierrez, Rodriguez, Alvarado, Romo, Vega, Chavez Forwards Jimenez, Lozano, Martin, Funes Mori",football
" Group C leaders Poland will take on Argentina in their final 2022 World Cup group stage match at the Stadium 974 on Wednesday. Only a point separates the two teams and while Poland can qualify for the knockout stages with a win or a draw, Lionel Messi and Co. must ensure a victory to make sure they are through without depending on the result of the other Group C fixture. Robert Lewandowski's team was held to a goalless draw by Mexico in their opening match of the tournament. They quickly bounced back in their previous outing which ended in a 2-0 win against Saudi Arabia. Messi's Albiceleste were shocked by Saudi Arabia in their opener but they too picked up three points in the following fixture against Mexico. With the teams' progress not yet confirmed and Argentina chasing a win, the encounter promises to be an exciting contest. GOAL brings you details on how to watch the game on TV in the U.S., UK, Africa and India as well as how to stream live online. This page contains affiliate links. When you subscribe through the links provided, we may earn a commission. Poland vs Argentina date & kick-off time Game: Poland vs Argentina Date: November 30, 2022 Kick-off: 2pm ET / 7pm GMT / 9pm CAT / 12:30am IST (Dec 1) Venue: Stadium 974 Stream: fuboTV (start with a free trial) How to watch Poland vs Argentina on TV & live stream online In the United States (U.S.), the game can be watched live and on-demand with fuboTV (start with a free trial). New users can sign up for a free seven-day trial of the live sports streaming service, which can be accessed via iOS, Android, Chromecast, Amazon Fire TV, Roku and Apple TV as well as on a web browser. Viewers in the U.S. can also watch the game on FOX (English) and Telemundo (Spanish). BBC One is showing the clash in the United Kingdom (UK), with streaming available on BBC iPlayer. In India, the Sports18 network has the rights to show World Cup games on TV, with streaming services on JioCinema. Region TV channel Live stream U.S. FOX, Telemundo fuboTV, Peacock, Sling, Fox Sports UK BBC One BBC iPlayer India Sports18 SD/HD, MTV HD JioCinema Africa SuperSport SuperSport Poland squad and team news Poland are expected to field an unchanged starting lineup against Argentina, given the nature of proceedings in Group C.  Robert Lewandowski, who failed to convert a penalty as Poland were held to a goalless draw by Mexico, scored his first World Cup goal against Saudi Arabia in the second group fixture. He will be partnered by  Arkadiusz Milik in the attack. Poland possible XI: Szczesny; Cash, Glik, Kiwior, Bereszynski; Zielinski, Bielik, Krychowiak, Frankowski; Milik, Lewandowski Position Players Goalkeepers Szczesny, Grabara, Skorupski Defenders Bednarek, Glik, Gumny, Jedrzejczyk, Kiwior, Wieteska, Bereszynski, Cash, Zalewski Midfielders Bielik, Frankowski, Grosicki, Krychowiak, Kaminski, Skoras, Szymanski, Zielinski, Zurkowski Forwards Lewandowski, Milik, Piatek, Swiderski Argentina squad & team news Argentina should go into what is set to be a crucial fixture with an unchanged lineup as nothing less than a win is a safe result for Scaloni.  Lautaro Martinez and Angel Di Maria will once again be expected to assist Lionel Messi in the attack. The likes of Julian Alvarez and Paulo Dybala continue to wait for their chance - with the latter yet to make an appearance off the bench. Argentina possible XI: Martinez; Molina, Otamendi, Martinez, Tagliafico; Fernandez, Paredes, De Paul; Messi, Martinez, Di Maria Position Players Goalkeepers Armani, Rulli, Martinez Defenders Foyth, Tagliafico, Montiel, Pezzella, Acuna, Romaro, Otamendi, Martinez, Molina Midfielders Paredes, De Paul, Palacios, Almada, Gomez, Rodriguez, Mac Allister, Fernandez Forwards Alvarez, Messi, Di Maria, Correa, Dybala, Martinez",football
" France don't have much to play for after confirming their place in the knockout stages with a hard-fought win against Denmark. However, for Tunisia, there is everything to play for. The African side could still end up qualifying, although it would require the Herculean task of beating the 2018 World Cup winners and hoping Denmark don't lose to Australia. The curse of previous World Cup winners getting knocked out from the tournament since 2010 was finally broken by France when they beat Denmark 2-1. With the top spot also essentially sealed, spectators may see a heavily rotated French side with important players (perhaps including Kylian Mbappe) being given a rest. Tunisia will be aiming to make history by making it past the group stage for the first time in their history. However, despite 27 shots in both games so far, they are yet to score in this edition of the World Cup. To beat a defensively astute France, the African side will have to be at their A-game. Tunisia vs France confirmed lineups Tunisia XI (5-4-1): Dahmen; Kechrida, Talbi, Meriah, Ghandri, Maaloul; Skhiri, Laïdouni, B. Romdhane, B. Slimane; Khazri. France XI (4-3-3): Mandanda; Disasi, Konaté, Varane, Camavinga; Fofana, Tchouaméni, Veretout; Coman, Kolo Muani, Guendouzi Tunisia vs France LIVE updates  France's upcoming games France are expected to top Group D comfortably, even if they lose. They are expected to face either Poland or Saudi Arabia on December 4th. In case they do end up as runners-up they will most likely have a rerun of their 2018 Ro16 tie with Argentina on December 3rd. Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" Neville, who played with Beckham when he came under intense media attention for his relationship with Victoria Beckham, believes Rashford has simplified his game after dealing with similar scrutiny and got back to doing what he does best. The former United defender also rubbished calls for the club to offload the forward some months ago, claiming that they ""could never sell"" such a talented player. WHAT THEY SAID:  ""There was that period in his life during lockdown where he achieved so much off the pitch,"" Neville told Sky Sports. ""It's hard. I played with [David] Beckham who had that off-the-field focus at times, whether it be in the earlier parts of his career when he started going out with Victoria [Beckham] and he had to cope with that off the pitch scrutiny all the time. Marcus had that for a couple of years whereby it brought pressure. ""Marcus Rashford has got back to what he does, he's simplified his life, he's still achieving great things off the pitch but in a more measured manner. There were people saying that Marcus Rashford needed to be sold by Manchester United. Manchester United could never sell Marcus Rashford. He's a massive talent. It's great to see him in an England shirt, and I think he's pushed himself into a position where he will start on Sunday."" THE BIGGER PICTURE: Rashford became the 2022 World Cup's joint-top scorer after his brace saw England demolish Wales 3-0 to finish top of Group B on Tuesday night. As Neville stated, the resurgent forward - whose first goal came in the form of a stunning free-kick - has played himself into contention for a starting spot on Sunday, as Gareth Southgate is left with a selection headache against AFCON champions Senegal in the round of 16. IN THREE PHOTOS:  DID YOU KNOW? Rashford became the first Manchester United player to score three goals at a major tournament for England since Bobby Charlton at the 1966 World Cup. WHAT NEXT FOR RASHFORD? He will hope he has done enough for a spot in Southgate's starting eleven to face Senegal on Sunday, with a place in the quarter-finals up for grabs. Which was the best World Cup winning team? Which was the best World Cup winning team?",football
" After a year of football-meets-fashion collaborations, New Balance and Stone Island took it one step further. The legendary Italian label released its first-ever pair of football boots, cementing Stone Island’s footballing legacy by making the move from the terraces to the pitch. The boots achieved an even-more mythic status in the first England game of the World Cup, when Raheem Sterling managed to get the badge in as he scored England’s third goal. All of this got us thinking about the best brands who could release their own football boots, so here are 10 potential collaborations we’d love to see.",football
" How cruel is it that Christian Pulisic celebrated the biggest goal of his career from a hospital bed? As his teammates came together in the locker room to relish in what they'd accomplished, Pulisic underwent scans at a nearby hospital.  Music was surely blasting back in the bowels of Al Thumama Stadium, as evidenced by the absolutely colossal speaker wheeled around by DeAndre Yedlin postgame, but all Pulisic likely heard was the scans going off in some medical facility in Qatar. He did join in on the celebration through Facetime eventually, with teammates saying he was in good spirits after watching them win from afar.  But those teammates also admitted that they truly wished Pulisic had been there to celebrate the moment that he was so vital in creating. It wasn't supposed to be this way for American soccer's superstar. Or maybe it was. Fate has a funny way of working out, doesn't it? Pulisic was always destined to score this goal, the one that sent the USMNT to the knockout stage with a 1-0 win over Iran.  It just made so much sense that it was him, the player that has risen to levels higher than any American player, that led the U.S. to this point. Who else could step in a moment like that and, ultimately, add another chapter to his own legacy, one that now includes a World Cup game-winning goal that saw him exchange his own health for a USMNT win?  Talk about endearing yourself to fans. What more could you ask of a star player? Pulisic puts it away! 😤🎥 » @FOXSoccer  pic.twitter.com/HPId4hsu4a Due to that exchange, though, Pulisic was never given that moment to celebrate what he'd accomplished. He never had that celebration to show off that tiger eye tattoo, to do the Griddy, to fist-pump in jubilation or to do whatever celebration he'd always dreamed of doing when he envisioned this in his head time after time. Instead, as his goal went into the back of the net, sending his teammates and the American fans in attendance into a rapture, he lay in the net wincing in pain. He'd bundled the ball over the line but sacrificed his body in the process. ""It just shows his bravery,"" said USMNT midfielder Kellyn Acosta. ""You just want it so bad. I'm glad that he was finally rewarded with a goal. I know he's super-hungry in front of the net. ""Knowing Christian, he's tough as nails."" Despite the ugliness of it all, it is a goal that will go down in USMNT history.  It may not have the beauty of Landon Donovan against Algeria or the overall importance of Paul Caligiuri's 'Shot Heard Around the World', but for a player of his stature to score on this stage, that automatically puts this finish in USMNT folklore. The goal, in a way, was quintessential Pulisic. He's often associated with his pace or flair but, more often than not, the goals he scores do come from pure effort. As Sergino Dest broke free down the right side, Pulisic saw his chance. He darted between two defenders and made a push for the backpost. Even with Alireza Beiranvand rushing out, Pulisic went all the way in. He got a touch to it and pushed it over the line, but collided with Beiranvand in the process. Afterward, he lay motionless for several minutes before eventually hobbling his way down the sideline. ""It goes like that in his career,"" said captain Tyler Adams. ""Backpost arriving, he's brilliant in that way with the time he is in the box to get in front of that ball. ""He'll do anything for his team in order for us to win. He's a huge player for us."" pic.twitter.com/F7WDxsz8su Adams isn't shortchanging it: Pulisic is huge. Now, though, the U.S. is facing the possibility of a knockout round without their star at 100 percent.  You have to admire the effort Pulisic put forward to finish out the half with a Willis Reed-like comeback but he surely didn't look like a player that was able to continue on in a World Cup game. U.S. Soccer confirmed after the match that Pulisic was at the hospital with an abdominal injury and that his status is still unknown.  He'll have until Saturday to rest up before the U.S. face the Netherlands and the man himself texted WestonMcKennie to tell him that ""You best believe I'll be ready.""  Let's hope so, because it remains to be seen who would, hypothetically, replace Pulisic if he can't play.  Could it be Brenden Aaronson, who came in for the Chelsea star in the second half to provide his endless energy? Or could it be Gio Reyna, who was conspicuously absent once again for the second of three World Cup games? His teammates, though, aren't worried about that yet. They have little doubt Pulisic will be back. ""We wish he was here to celebrate this one because obviously it was his goal,"" said defender Walker Zimmerman, who came off the bench to help the U.S. lock down the win.  ""It was a huge play that put us into the knockout stages and that's what we expect from our players, our big time players like him. ""We're all so happy for him and hopefully he rests up and comes back to contribute."" Added Adams: ""He’ll hang in there. I know he’ll do anything to play in the next game. So, we’ll be counting on him.” the hotel was ROWDY when we got back 🎉🎉🎉🎉 pic.twitter.com/xa5lBnDWO2 They've been counting on him for several years, since he was a 17-year-old teenager hoping to guide the U.S. to the 2018 World Cup.  Ultimately, that pursuit failed, with the lasting image of it all being Pulisic crying on the sidelines as the USMNT's World Cup dreams came to an end. Since that day, it had all been building to this moment, this goal. And Pulisic scored it, just like he always believed he would. It may not have looked like he'd imagined it. It surely didn't feel like he'd imagined it. In his head, it was all probably much sweeter. But there's more to come from Pulisic, who remains the USMNT's bonafide star. He has his first World Cup goal and, if he has anything to say about it, there will be more chances to celebrate further down the line. And maybe, the Soccer Gods will be kind enough to ensure that this is the last goal he ever celebrates from a hospital bed. Who will progress to the FIFA World Cup quarter-finals? Who will progress to the FIFA World Cup quarter-finals?",football
