,title,description,article_text
174,"Who is Spain's leading all-time top goal scorer? Villa, Raul and La Furia Roja's most lethal strikers",Spain national football team's goalscoring chart consists of some of the greatest superstars in history.," Even though Spain have always had some of the finest talent around in the game at their disposal, their national team traditionally flattered to deceive. Perennial pre-tournament favourites. Perennial post-tournament underachievers. That all changed in 2008. They won the Euros that year, went on to lift the World Cup two years later, only to then successfully defend their European title in 2012. Their brilliant midfield played a massive role in that successful run, with the likes of Xavi and Andres Iniesta dominating play in the middle, but people often underestimate the attacking talent at hand. David Villa was a prolific goalscorer and so was Fernando Torres in his prime. Those two were by no means Spain's first great attackers, though.  There was Raul. Emilio Butragueno. Alfredo Di Stefano. The list goes on and on. But who is Spain's most lethal attacker ever? Let's take a look at the legends leading their all-time goalscoring charts!"
175,Ghana's parliament mocks Harry Maguire in outrageous speech that compares England's World Cup defender to vice president,Harry Maguire was the subject of ridicule in the Ghanaian parliament as MP Isaac Adongo compared the defender to Vice President Dr. Mahamudu Bawumia.," WHAT HAPPENED? The politician took shots at England and Manchester United centre-back Maguire, saying he scores own goals and assists opponents. Adongo said that the nation's vice president is like an economic version of Maguire.  WHAT THEY SAID: ""Harry Maguire, he's a defender. He was tackling everybody and throwing his body everywhere,"" Adongo said. ""He was seen as the best defender in the world. Manchester United went and bought him. He became the biggest threat at the centre of the Manchester United defence, tackling Manchester players and giving assists to opponents. Mr. Speaker, when you see the opponents go to score, Maguire will score for them."" He added: ""Mr. Speaker, you remember in this country we also have an economic Maguire. We're clapping saying this man is the best in managing foreign terms. The same economic Maguire was at Central University delivering lectures on how to restore the value of the Cedi (Ghana's currency). Mr Speaker why we gave this Maguire the opportunity to be at the centre of our defence? He became the rest of our own goals. Our economic Maguire is taking control of the fundamentals of our economy and destroying all of them.""  THE BIGGER PICTURE: Maguire has been heavily criticised for his performances for club and country. The 29-year-old has lost his place in the United starting XI, having made just four Premier League appearances this season. He has started all three of England's World Cup games, but he was mocked by Iran fans who made banners saying the Three Lions would not win the competition as long as he was in the back-line.  IN A PHOTO:  WHAT NEXT FOR MAGUIRE? The United player will hope to help England cruise to the quarter-finals of the World Cup when they take on Senegal in the last 16 on Sunday. Who will progress to the FIFA World Cup quarter-finals? Who will progress to the FIFA World Cup quarter-finals?"
176,Referee Stephanie Frappart makes historic World Cup debut in Germany vs Costa Rica,"Stephanie Frappart is the first woman to referee a men's World Cup match, as she takes control of Germany's fixture against Costa Rica on Thursday."," WHAT HAPPENED? Frappart, who was the fourth official in Mexico’s goalless draw against Poland, leads an all-female team for Germany's must-win match on Thursday, alongside assistant referees Neuza Back (Brazil) and Karen Díaz Medina (Mexico). Germany coach Hansi Flick backed the history-making referee, who he believes has been selected on merit. WHAT THEY SAID: “I have 100% trust in the referee,” he said in his press conference. “She deserves it because of her performances. I hope she’s looking forward to the game as much as we are. We all hope we’ll see a good performance tomorrow.” THE BIGGER PICTURE: It will be a special moment for Frappart and her assistants, with the 38-year-old making football history. Indeed, she previously became the first woman to referee a men's World Cup qualifier in 2021, and also took charge of her first men's Champions League match in December 2020. IN A PHOTO:  WHAT NEXT FOR FRAPPART? The French referee will wait to see if she's called upon to take charge of any matches in the knockout stages, with the referee teams having not yet been decided for the last 16 and beyond. Which was the best World Cup winning team? Which was the best World Cup winning team?"
177,"South Korea vs Portugal: Live stream, TV channel, kick-off time & where to watch","Where to watch the South Korea vs Portugal World Cup 2022 group match in the United Kingdom, United States, India and more."," South Korea head into their final Group H match against Portugal at the 2022 World Cup on Friday knowing it is a must-win fixture. Fernando Santos' team has already qualified for the knockout stages but Heung-min Son and co. need a win and a favourable result in the other game between Ghana and Uruguay. South Korea could only manage a goalless draw with Uruguay before losing to Ghana and must get their first win of the tournament to be in with a chance of progressing to the last 16.  GOAL brings you details on how to watch the game on TV in the U.S., UK, India and more, as well as how to stream the match live online. South Korea vs Portugal date & kick-off time How to watch South Korea vs Portugal on TV & live stream online In the United States (U.S.), the game can be watched live and on-demand with fuboTV (start with a free trial). New users can sign up for a free seven-day trial of the live sports streaming service, which can be accessed via iOS, Android, Chromecast, Amazon Fire TV, Roku and Apple TV as well as on a web browser. In the United Kingdom (UK), the match will be televised on BBC One, with streaming available on BBC iPlayer. In India, the match will be broadcast on the Sports 18 Network and streamed on Jio Cinema. Country TV Channel Live Stream South Korea squad & team news South Korea will once again be missing the services of Hwang Hee-chan, who is doubtful for the game due to a hamstring problem. Heung-min Son, who recovered from an eye injury before the start of the World Cup, is once against expected to start as his side chases a win.  South Korea predicted XI: Seung-gyu; Moon-hwan, Min-jae, Young-gwon, Jin-su; Woo-young, In-beom; Chang-hoon, Woo-yeong, Heung-min; Gue-sung Position Players Portugal squad & team news Cristiano Ronaldo missed training ahead of his team's final group game and is rated as '50-50' to be available. Portugal will definitely be without Nuno Mendes, who is now out of the tournament due to injury. Danilo and Otavio are also out of the clash with South Korea. With their knockout progress confirmed, fans can expect to see changes in the starting line-up opportunities for some of the fringe players to make an impact. Portugal predicted XI: Costa; Dalot, Antonio Silva, Dias, Guerreiro; Bernardo, Vitinha, Palhinha; Fernandes; Leao, Ramos Position Players"
178,Roberto Martinez quits Belgium national team after crashing out of World Cup group stage,Roberto Martinez confirmed he will not continue as Belgium's coach after they crashed out of the World Cup group stage on Thursday.," WHAT HAPPENED? After starting the campaign with a 1-0 win against Canada, Belgium were beaten by Morocco and needed a win against Croatia to secure a place in the last-16. However, Martinez's men played out a goalless draw with Croatia while Romelu Lukaku missed three big chances, sending them out of the tournament. WHAT THEY SAID: “This was my last game as national coach. I said goodbye to the players and staff,"" Martinez said after the game. “Today we were ourselves again. It is never easy to win a match at a World Cup. In that first match against Canada we won, but we weren't ourselves. We deservedly lost the second match against Morocco. We weren't ready.  ""Today we created a lot of chances, so no, I have no regrets. We can leave the World Cup with our heads held high. Of course, elimination in the group stage is not enough for Belgium. We wanted to push through, but every country wants that. This is the best tournament in the world. We won our three group matches at the [2018] World Cup, and also at the [2020] European Championship. But then we were also eliminated. For me the feeling is the same. I can accept this way of losing."" THE BIGGER PICTURE: Martinez spent six years in charge of the team and guided them to third place at the 2018 World Cup before they made it to the quarter-finals at Euro 2020.  IN THREE PHOTOS:  DID YOU KNOW? This is the first time since 1998 that Belgium have failed to progress beyond the knockout stages of the World Cup. WHAT NEXT FOR BELGIUM? The Red Devils will look for a new head coach before their Euro 2024 qualifying campaign starts with a game against Sweden in March 2023. Which was the best World Cup winning team? Which was the best World Cup winning team?"
179,Juventus under UEFA investigation for potential breaches of club licensing & Financial Fair Play regulations,UEFA has announced the Club Financial Control Body (CFCB) First Chamber will investigate Juventus for potential breaches in two major areas.," WHAT HAPPENED? Following the bombshell news that Juventus' entire board had resigned on November 28, it now appears that the plot has thickened, with UEFA announcing that the CFCB First Chamber will open an investigation into the club for potential breaches surrounding Club Licensing and Financial Fair Play regulations. WHAT THEY SAID: A statement published to UEFA's website on December 1 reads: ""The CFCB First Chamber has today opened a formal investigation into Juventus FC for potential breaches of the Club Licensing and Financial Fair Play regulations. ""The CFCB First Chamber investigation will focus on the alleged financial violations that were recently made public as a result of the proceedings led by the Italian Companies and Exchange Commission (CONSOB) and the public prosecutor in Turin."" AND WHAT'S MORE: The statement says a prior settlement with Juventus could be nullified : because that agreement ""was concluded on the basis of the financial information previously submitted by the club pertaining to the financial years closing in 2018, 2019, 2020, 2021 and 2022."" ""In the event that, after conclusion of this investigation, the club’s financial situation was significantly different from that assessed by the CFCB First Chamber at the time the settlement agreement was concluded, or if new and substantial facts arise or become known, the CFCB First Chamber reserves the right to terminate the settlement agreement, take any legal step it may deem appropriate, and impose disciplinary measures in accordance with the applicable UEFA CFCB Procedural Rules."" THE BIGGER PICTURE: It emerged that Juve's board of directors stepped down as a result of investigations being opened by Italian authorities into the Old Lady's accounts, specifically payments and wages that were supposedly deferred throughout the COVID-19 pandemic in 2020. Being investigated by a UEFA body now adds to the club's concerns. IN TWO PHOTOS:  WHAT NEXT FOR JUVENTUS? It remains to be seen exactly what kind of punishments the Bianconeri may face, with the investigations needing to play out. On the pitch, though, Massimiliano Allegri will continue in the dugout for their return to action in the new year."
180,Japan vs Spain : Lineups and LIVE updates,Japan look to produce another massive upset but face a ruthless Spanish side in an intriguing fixture ," Spain faces Japan in their last group stage match as Luis Enrique's men look to qualify for the round of 16 with a win while Japan needs all three points if they don't want their World Cup dream to come to an end.  Luis Enrique’s Spain had a scintillating start to their World Cup bashing Costa Rica 7-0 in their opening fixture. But La Furia Roja failed to secure themselves a knockout round ticket after conceding in the last minutes of the game against Germany. The Spanish team would like to repeat their heroics against Costa Rica when they face Japan on Thursday. The fixture against Japan could also serve as the perfect opportunity for Luis Enrique to experiment with his bench strength and rest crucial players. A win would mean Spain will retain the top spot in Group E, but a loss could threaten their chances of qualification if Germany beat Costa Rica by a massive margin. But Spain has registered a win against Asian opponents in their previous 5 encounters a streak they would like to continue. After producing one of the biggest upsets against Germany, the Japanese team was handed a shocking defeat by a more determined Costa Rica team. And now if Hajime Moriyasu's team wants to qualify for the knockout stages of the World Cup for the second successive time, they’ll have to conquer the Spanish challenge. A win would see the Blue Samurais qualify sitting at the pinnacle of the group while a draw would mean they would be dependent on the results from the encounter between Germany and Costa Rica. But if Japan lose against Spain, they would be sent home from the group stage despite their tremendous start to the tournament. Japan XI (3-4-3): Gonda; Itakura, Yoshida, Tanigachi; Ito, Tanaka, Morita, Nagatamo; Kamada, Kubo, Maeda Spain XI (4-3-3): Simon; Azpilicueta, P. Torres, Rodri, Balde; Gavi, Busquets, Pedri; N. Williams, Morata, Olmo  If Spain finishes at the pinnacle of the group they would be up against Croatia on the 5th of December but if they finish in second place they will be up against Morocco on the 6th of December.  If the Blue Samurais produce a shock against Spain, they would face Morocco on the 6th of December otherwise they'll have to go home.  Which was the best World Cup winning team? Which was the best World Cup winning team?"
181,WATCH: Lukaku misses THREE sitters in terrible second-half performance as Belgium eliminated from World Cup,Romelu Lukaku missed three sitters in a single half as Belgium crashed out of the World Cup with a goalless draw against Croatia on Thursday.," FIRST MISS: Lukaku's first opportunity came after Yannick Carrasco's effort from close range was blocked by defender Josip Juranovic, which laid the ball into the striker's path. However, the out-of-sorts forward could only find the post from close range with most of the goal to aim at. Romelu Lukaku can't believe it! 😲The post denies 🇧🇪 Belgium a crucial goal ❌😬🚨 Warning signs for Croatia! 🚨📺📻📲 Watch on @BBCOne & @BBCiPlayer, listen on @BBCSounds and via the @BBCSport app#BBCWorldCup #BBCFootball What a chance for Lukaku 😬 pic.twitter.com/uxD6XogOvF SECOND MISS: Barely 180 seconds later, the Inter man missed his second chance after inexplicably heading over from close range. A misjudgement from goalkeeper Dominik Livakovic saw Lukaku free at the back stick but the forward couldn't find the target, although he may have been saved by the ball going out of play from the cross. The ball was over the line but Belgium continues to get chances in the second half 🇧🇪 pic.twitter.com/6MGi8kRLyT THIRD MISS: If the first two misses were bad, the third was the worst. With 90 minutes on the clock, Thorgan Hazard was forced wide but picked out a near perfect cross over Dejan Lovren to find Lukaku free at the back stick. However, the 29-year-old didn't appear to expect the pass, with the ball hitting his midrift and falling safely into Livakovic's gloves. This was that last big chance for Belgium 🇧🇪 Romelu Lukaku just couldn't guide it home 😔📺📻📲 Reaction on @BBCOne & @BBCiPlayer, listen on @BBCSounds and via the @BBCSport app#BBCWorldCup #BBCFootball HOW WAS THIS NOT A GOAL FOR BELGIUM?! 😱Lukaku with another massive miss pic.twitter.com/t07SuTTqTz THE BIGGER PICTURE: Lukaku's failure to hit the target from three golden opportunities saw Belgium's 'Golden Generation' crash out at of the World Cup group stages for the first time since 1998. It has been a turbulent ride for Roberto Martinez's side, with rifts visible both on and off the pitch, which comes to a bitterly disappointing end as the Red Devils finish third in Group F. IN THREE PHOTOS: DID YOU KNOW? Belgium named a starting XI with an average age of 31 years and 95 days for this match, the oldest for any side at the World Cup since Australia vs Germany in 2010. Which was the best World Cup winning team? Which was the best World Cup winning team?"
182,WATCH: Lukaku breaks dugout covering with punch after horror performance leads to Belgium's World Cup exit,Romelu Lukaku took his anger out on the Belgium dugout as he punched out the window beside the bench after his woeful performance against Croatia.," WHAT HAPPENED? Lukaku missed three huge chances in the second half of the must-win World Cup match on Thursday. After leaving the field at full-time, the striker vented his frustration by punching the covering and knocking it out before he had to be consoled by assistant coach Thierry Henry. Romelu Lukaku took his frustration out on the dugout at full-time 😡#BBCWorldCup #BBCFootball pic.twitter.com/AJXwxBXbBR Romelu Lukaku after Belgium failed to advance to the knockout stage pic.twitter.com/0XwE6t9OTD THE BIGGER PICTURE: The match finished 0-0, meaning Belgium are eliminated from the World Cup while Morocco and Croatia progress to the last 16. WHAT NEXT FOR LUKAKU? The Belgian forward will return to club action with Inter after his nation's exit from the tournament in Qatar. Which was the best World Cup winning team? Which was the best World Cup winning team?"
183,"Belgium, that was pathetic! Winners, losers & ratings as hopeless Belgium crash out of World Cup after Lukaku horrorshow","The Golden Generation crumbles. Belgium are out of the World Cup following a 0-0 draw with Croatia, who advance from second place in Group F."," In a chaotic week involving reported rifts within the squad and just about all the eyes of the footballing world on them, Belgium's performance was chaotic in all the wrong ways. Roberto Martinez's side crashed out of Qatar 2022 having failed to make it out of the group stages following a lifeless draw with Croatia.  And while ahead of kick-off a draw was good enough to advance, they almost fell behind inside the first minute thanks to a swift kick-off routine involving Luka Modric and Ivan Perisic. In part, that told the story of the game; Croatia weren't sharp enough, but Belgium were even worse, and never looked like actually sustaining a consistent threat. The tempo upped somewhat after the break, but considering Morocco were ahead against Canada, it wasn't anywhere near good enough. Romelu Lukaku coming off the bench to miss as many as four glorious opportunities - the first two of which were open nets - painted a dismal picture of Belgium's reality. With each one squandered, elimination looked more and more inevitable. Eden Hazard being given a handful of minutes in the dying embers was truly the last roll of the dice, but was of course not enough to get the Red Devils - currently second in FIFA's world rankings - over the line and into the World Cup knockout stages. GOAL runs through the winners, losers, and player ratings on an admittedly dark hour in Belgium's football history."
184,Hakim Ziyech and Morocco make World Cup history as win over Canada propels them to first knockout stage since 1986,Morocco booked their place in the round of 16 by taking advantage of Canada's blunders in a 2-1 win on Thursday.," TELL ME MORE: It took less than four minutes for Hakim Ziyech to open the scoring as he took advantage of a blunder from Canada's back-line. Youssef En-Nesyri added another goal in the 23rd minute on a fantastic ball from Achraf Hakimi over Canada's back-line, but John Herdman's side pulled one back before half-time thanks to a Nayef Aguerd own goal. Despite Canada's enthusiasm in the second half, the equalising goal never came, although they did come close as a shot bounced near the line before being cleared away. It's Morocco's first last-16 appearance at a World Cup since 1986. THE MVP: A few months ago, Ziyech wasn't even part of this Morocco team, having controversially retired from the international game amid a feud with former coach Vahid Halilhodzic. On Thursday, though, he scored the goal that effectively sent his team to the round of 16, even if it came with a little help from Canada's back-line. THE BIG LOSER: Milan Borjan's catastrophic error helped set the tone within the first four minutes. He wasn't helped out by Alistair Johnston's poor back-pass, but Canada's goalkeeper got a little too cute with his touch, handing Ziyech the first goal. MATCH IN THREE PHOTOS:  FINAL GROUP F TABLE: WHAT NEXT? With the win, Morocco finishes atop the group and will now face the second-place team in Group E, which features Spain, Japan, Costa Rica and Germany. Canada, meanwhile, will now look ahead to the 2026 World Cup, which they will co-host with the United States and Mexico. MATCH RATING (OUT OF FIVE): ⭐⭐ Which was the best World Cup winning team? Which was the best World Cup winning team?"
185,"World Cup 2022 Group F: Fixtures, results, standings, squads & full details",Everything you need to know about the group with dark horses Belgium and Croatia," Group F of the 2022 World Cup featured Croatia, Belgium, Morocco and Canada. Morocco were one of the surprises of the group stage as they registered back-to-back wins in the group stage against Belgium and Canada to top Group F with 7 points. They will face the second-placed team from Group E. Croatia had the most incredible run of form in Russia in 2018 as they reached the final, only to lose against pre-tournament France after a thrilling match. This time around too, they have qualified for the Round of 16 by finishing second in the group with 5 points (W1 D2). Former world number one Belgium will probably be the team that disappointed the most as they shockingly failed to get past the group stage, collecting just 4 points. They needed a win in their final group game against Croatia, but could only manage to grab a point after Romelu Lukaku couldn't convert straightforward chances in the second half.  Canada qualified for the World Cup after a gap of 36 years, but could not get ahead of any other team in the group as they finished with two losses and a draw."
186,"Who does USMNT play next at World Cup 2022? Knockout stage opponents, dates & where to watch on TV","So the Stars and Stripes are into the knockout stage in Qatar, but what is their route to the final?"," Having missed out on the 2018 World Cup in Russia, the United States national team have already made their presence felt at Qatar 2022, reaching the knockout stage after progressing from Group B In the modern era, the USMNT's best World Cup performance came 20 years ago in reaching the quarter-finals of the tournament co-hosted by Japan and South Korea. What will the USMNT need to do to become world champions for the first time? GOAL takes a look at the USMNT's potential routes to the final, which takes place in Qatar on December 18. USMNT World Cup group stage finish The USMNT finished in second place in Group B behind England, with five points from three games. They drew 1-1 against Wales in their opening game before playing out a 0-0 draw against England, then securing progress to the knockout stage with a 1-0 victory over Iran. World Cup 2022 last 16 As runners-up in Group B, the USMNT square off against the winners of Group A: Netherlands. That game will be played on December 3, 2022 at Khalifa International Stadium. The game is set to kick off at 10am ET (3pm GMT). Former NBA player Charles Barkley has declared that the USMNT would ""open up a can of whoop-a*s"" on the Netherlands.  ""I guarantee the Netherlands is in trouble,"" said Barkley. ""I want Spain, I want Brazil, I want Germany, I want France - oh, they got that boy Kylian Mbappe over there in France, he ain't no joke. But we're going to beat the Netherlands."" World Cup 2022 quarter-final If Gregg Berhalter's team win the second-round clash against the Netherlands, they will face one of Argentina (meaning a clash with Lionel Messi) or Australia. The date for that quarter-final match is December 9, 2022, with a 2pm ET (7pm GMT) kick-off time. That fixture is scheduled to be played at Lusail Iconic Stadium. World Cup 2022 semi-final Should the USMNT progress from the quarter-final, they could be paired with one of a number of potential teams. The winners of Group E, the runners-up of Group F, the winners of Group G and the runners-up of Group H are all on the U.S. side of the bracket. As it stands, that means they could end up facing one of Spain, Japan, Costa Rica, Germany (from Group E), Croatia (from Group F), Brazil, Switzerland, Cameroon, Serbia (from Group G), Portugal, Ghana, South Korea or Uruguay (from Group H). That game will take place on December 13, 2022 at Lusail Iconic Stadium with a 2pm ET (7pm GMT) kick-off. If the U.S. national team lose in the semi-final, they will play a third-place play-off on December 17 against the losing team from the other semi-final. World Cup 2022 final Should the USMNT go all the way to the World Cup final they will play a team from the other side of the bracket. The confirmed teams on the other side of the knockout bracket so far are: England, Senegal, France, Poland, Morocco. They will be joined by the runners-up from Group E (Spain, Japan, Costa Rica or Germany), the winners from Group H (Portugal, Ghana, South Korea or Uruguay) and the runners-up from Group G (Brazil, Switzerland, Cameroon or Serbia) The World Cup 2022 final will be played on December 18, 2022. The game kicks off at 10am ET (3pm GMT). USMNT route to the World Cup 2022 final Here's the USMNT's fixtures on the route to the World Cup 2022 final at a glance. Where to watch USMNT World Cup games on TV & stream online FOX and Telemundo are broadcasting World Cup 2022 games live on TV in the United States. BBC and ITV have the broadcast rights for the World Cup in the United Kingdom. You can check GOAL's Soccer on U.S. TV listings here and the Football on UK TV listings here. How far do you think the USMNT will go in the World Cup? Let us know in the comments! 👇 Which was the best World Cup winning team? Which was the best World Cup winning team?"
187,'I didn't get hit in the balls!' - USMNT's Pulisic denies claims his pelvic contusion diagnosis is a cover-up,USA star Christian Pulisic says he did not take a hit to a sensitive region as he scored the decisive goal in a 1-0 win against Iran in the World Cup.," WHAT HAPPENED? Pulisic collided with Iran goalkeeper Alireza Beiranvand as he knocked in the goal that secured the USMNT's place in the last 16 of the World Cup on Tuesday. He had to be substituted and taken to hospital, where he was diagnosed with a ""pelvic contusion"" and opened up about the injury when he faced reporters on Thursday. WHAT THEY SAID: ""Like, I didn't get, like, hit in the balls,"" he said. ""I took a knee ... to a nice pelvis area - it was not nice. Obviously very painful."" Regarding his hopes of playing in the last 16 match against Netherlands, he said: ""I'm gonna go meet now with the team and the medical staff, and make a decision on today. Just kind of see how I'm feeling, taking it day by day right now. But doing everything in my power to be able to be out there on the field Saturday.” THE BIGGER PICTURE: Pulisic's goal secured a 1-0 win against Iran to ensure USMNT finished second in Group B, two points behind England. IN THREE PHOTOS:   WHAT NEXT FOR PULISIC? The Chelsea attacker is aiming to be fit in time to face Netherlands in the last 16 of the competition on Saturday. Which was the best World Cup winning team? Which was the best World Cup winning team?"
188,"England's route to World Cup 2022 final: Knockout stage opponents, dates & where to watch on TV","Having reached the semi-finals in 2018, and been runners-up at Euro 2020, the Three Lions have a strong recent tournament pedigree."," England have won the World Cup just once in their history, but will have their sights firmly set on going all the way at Qatar 2022. Gareth Southgate's side finished runners-up at Euro 2020 after being beaten on penalties by Italy last summer, but will be hoping to go one better on the global stage, having also reached the semi-finals at the 2018 World Cup in Russia. What will England need to do to become world champions for the first time since 1966? GOAL takes a look at the Three Lions potential route to the final. England's World Cup group stage finish Southgate's men finished top of the group with seven points, with United States coming in two points behind them in second place. The Three Lions started strong by beating Iran 6-2 before being held to a goalless draw by USMNT. They then finished the group stage with a 3-0 victory against Wales. England's last-16 opponents England have finished top of Group B which means they will face the runners-up from Group A. Netherlands topped the group ahead of Senegal which means England will face the Lions of Teranga for a place in the quarter-finals of the competition on Sunday. The game will go ahead on December 4, 2022 at the Al Bayt Stadium. The game is set to kick off at 7pm GMT (2pm ET). England's possible quarter-final opponents If England beat Senegal, they will face either the winner of France, who won Group D, or the runner-up of Group C, which was Poland. That quarter-final will take place at 7pm GMT (2pm ET) on December 10, also at the Al Bayt Stadium. England's possible semi-final opponents If England make it through to the semi-finals, they will face either the winners of Groups F or H or the runners up of Groups E or G. That would put them up against Morocco from Group F, Portugal, Ghana, South Korea or Uruguay from Group H, Spain, Japan, Costa Rica, Germany from Group E or Brazil, Switzerland, Cameroon or Serbia from Group G. The semi-final will take place on December 14 at 7pm GMT (2pm ET) at the Al Bayt Stadium. England's possible World Cup final opponents It's difficult to predict exactly who England could face in a potential final but, as group winners, they will meet a team from the other side of the bracket. Netherlands, United States, Argentina, Australia and Croatia are all potential opponents. There are also the winners of Groups E and G or the runners-up of Group H. The World Cup 2022 final will be played on December 18, 2022. The game kicks off at 3pm GMT (10am ET). England's route to the World Cup 2022 final Here's England's fixtures on the route to the World Cup 2022 final at a glance. Where to watch England World Cup games on TV & stream online BBC and ITV have the broadcast rights for the World Cup in the United Kingdom while FOX and Telemundo are broadcasting games live on TV in the United States. You can check GOAL's Soccer on U.S. TV listings here and the Football on UK TV listings here. How far do you think England will go in the World Cup? Let us know in the comments! 👇 Which was the best World Cup winning team? Which was the best World Cup winning team?"
189,Ronaldo only '50-50' to play for Portugal vs South Korea as Santos confirms CR7 World Cup fitness doubt,Cristiano Ronaldo could miss Portugal's final World Cup group stage game against South Korea on Friday. ," WHAT HAPPENED? Portugal coach Fernando Santos confirmed that the attacker's availability for the Group H match is in doubt after he missed training on Wednesday. The specific nature of his injury has not been confirmed, but he's reportedly dealt with knee pain. WHAT THEY SAID: ""I think it is 50-50 if he plays or not, we'll see,"" Santos said at a press conference. ""It will depend on if and how he practices today, if we see he is in good condition. There is a plan for if he is not available."" THE BIGGER PICTURE: Portugal are already through to the knockout rounds of the World Cup after winning their first two matches against Ghana and Uruguay. IN THREE PHOTOS:  WHAT NEXT FOR PORTUGAL? Santos' team will hope to make it three straight wins in the World Cup when they take on South Korea to ensure they finish as Group H winners. Which was the best World Cup winning team? Which was the best World Cup winning team?"
190,Liverpool end investigation into alleged coin throwing at Manchester City boss Pep Guardiola due to lack of evidence,Liverpool have reportedly ended their investigations the incident that allegedly saw coins thrown at Manchester City boss Pep Guardiola.," WHAT HAPPENED? The event occurred in the second-half of Liverpool's 1-0 victory over City back in mid-October, after Guardiola gestured to fans following Anthony Taylor's decision to overturn a Phil Foden goal due to a foul by Erling Haaland on Fabinho during the build up. When asked about the alleged coin throwing, the Spaniard said in post-match: ''Next time they will do it better, they didn’t hit me."" THE BIGGER PICTURE: As a result, the Merseyside club conducted an investigation into CCTV footage and witness statements from nearby stewards and fans. While this did find some evidence of coins being thrown, The Athletic have reported that both footage and statements were inconclusive in finding the exact individuals involved, meaning no supporters have been punished. WHAT THEY SAID?: Despite a largely fruitless search into the perpetrators, Anfield officials have reportedly said that they would welcome further witnesses with any more information to come forward. The club had previously condoned what they deemed ""totally unacceptable behaviour"". IN THREE PHOTOS:  WHAT NEXT FOR LIVERPOOL? Liverpool face City on December 22 in a rematch of October's controversial affair, with both sides fighting for a place in the Carabao Cup quarter-finals. Who will progress to the FIFA World Cup quarter-finals? Who will progress to the FIFA World Cup quarter-finals?"
